Id,Victimas,Hora,Lugar,Calle,Longitud,Latitud,Acusado,Año,Mes,Dia,Rol,Victima,Sexo,Edad,Barrio,nombre_comuna,url_imagen
2017-0045,1,6,CALLE,NOGOYA,-58.52449285,-34.62454175,OBJETO FIJO,2017,4,14,CONDUCTOR,MOTO,MASCULINO,21,Versalles,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2017-0047,1,6,AVENIDA,ARGENTINA AV.,-58.46713742,-34.67198790,AUTO,2017,4,23,CONDUCTOR,MOTO,MASCULINO,37,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2017-0049,1,18,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.43850413,-34.65554754,PASAJEROS,2017,4,27,PEATON,PEATON,MASCULINO,22,Villa Soldati,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2017-0052,1,3,GRAL PAZ,"PAZ, GRAL. AV.",-58.49413799,-34.68095739,CARGAS,2017,5,5,PEATON,PEATON,FEMENINO,47,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2017-0053,1,20,CALLE,VIEYTES,-58.37547846,-34.65326075,CARGAS,2017,5,5,CONDUCTOR,MOTO,MASCULINO,28,Barracas,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2017-0054,1,21,AVENIDA,DE LOS CONSTITUYENTES AV.,-58.48680218,-34.58689719,AUTO,2017,5,7,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20,Agronomía,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2017-0055,1,8,AVENIDA,DE LOS CONSTITUYENTES AV.,-58.49563989,-34.57962262,AUTO,2017,5,9,CONDUCTOR,AUTO,MASCULINO,32,Villa Pueyrredón,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2017-0058,1,23,AVENIDA,CORDOBA AV.,-58.38403232,-34.59915940,MOTO,2017,5,9,PEATON,PEATON,MASCULINO,80,Retiro,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0059,1,9,CALLE,BRASIL,-58.38223382,-34.62693865,PASAJEROS,2017,5,11,PEATON,PEATON,FEMENINO,39,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0060,1,7,AVENIDA,ESCALADA AV.,-58.45966521,-34.67323292,OBJETO FIJO,2017,5,13,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2017-0061,1,13,AVENIDA,PARAGUAY,-58.39303911,-34.59871111,MOTO,2017,5,15,PEATON,PEATON,MASCULINO,47,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
2017-0062,1,16,AVENIDA,"JUSTO, JUAN B. AV.",-58.51262106,-34.63395999,CARGAS,2017,5,15,CONDUCTOR,MOTO,MASCULINO,35,Liniers,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2017-0063,1,10,AVENIDA,CHILE,-58.38118367,-34.61646839,PASAJEROS,2017,5,17,PEATON,PEATON,FEMENINO,79,Monserrat,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0064,1,5,CALLE,MAIPU,-58.37653284,-34.60582475,AUTO,2017,5,20,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61,San Nicolás,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0065,1,16,AVENIDA,SUAREZ AV.,-58.37709334,-34.64035082,CARGAS,2017,5,22,CICLISTA,BICICLETA,MASCULINO,21,Barracas,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2017-0066,1,18,AVENIDA,SAN MARTIN AV.,-58.46002142,-34.60409469,PASAJEROS,2017,5,22,PEATON,PEATON,MASCULINO,10,Villa General Mitre,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2017-0067,1,2,AVENIDA,DIRECTORIO AV.,-58.43381970,-34.62801894,CARGAS,2017,5,23,CONDUCTOR,MOTO,MASCULINO,21,Parque Chacabuco,Caballito,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2015/04/24/ad3944a28b39ed7b37880a97077cf13498b0cacb.jpg?itok=eDw0rwBH
2017-0068,1,19,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",-58.43580656,-34.66437532,OBJETO FIJO,2017,5,27,CONDUCTOR,MOTO,MASCULINO,32,Villa Soldati,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2017-0069,1,14,GRAL PAZ,"PAZ, GRAL. AV.",-58.52173071,-34.65997463,AUTO,2017,5,29,CONDUCTOR,MOTO,MASCULINO,39,Naon,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2017-0070,1,13,CALLE,NUEVA YORK,-58.50791763,-34.59804273,AUTO,2017,5,30,PEATON,PEATON,MASCULINO,80,Villa Devoto,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/9bc901800da220cfb544f9579ade00ca87b04eb8.png?itok=P-ghmKKc
2017-0072,1,23,AVENIDA,DE LOS CONSTITUYENTES AV.,-58.49175088,-34.58226957,AUTO,2017,6,3,CONDUCTOR,AUTO,MASCULINO,25,Villa Pueyrredón,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2017-0073,1,9,AVENIDA,CORRIENTES AV.,-58.40781467,-34.60425669,AUTO,2017,6,4,CONDUCTOR,MOTO,MASCULINO,19,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2017-0074,1,12,CALLE,CASCO,-58.52567073,-34.63787791,AUTO,2017,6,4,CONDUCTOR,MOTO,MASCULINO,70,Liniers,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2017-0075,1,22,AVENIDA,DE MAYO AV.,-58.38154200,-34.60906385,MOTO,2017,6,12,PEATON,PEATON,MASCULINO,55,Monserrat,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0076,1,14,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",-58.38526125,-34.57805810,CARGAS,2017,6,13,PEATON,PEATON,FEMENINO,30,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
2017-0077,1,23,CALLE,FRAY JUSTO SANTAMARIA DE ORO,-58.42934104,-34.58451712,CARGAS,2017,6,17,CONDUCTOR,MOTO,FEMENINO,60,Palermo,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2017-0079,1,16,CALLE,MEXICO,-58.40657493,-34.61781124,CARGAS,2017,6,19,CONDUCTOR,MOTO,MASCULINO,33,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2017-0080,1,10,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",-58.49525314,-34.64487785,CARGAS,2017,6,22,PEATON,PEATON,FEMENINO,95,Villa Luro,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2017-0082,1,22,AVENIDA,ENTRE RIOS AV.,-58.39092851,-34.62932696,AUTO,2017,6,25,PEATON,PEATON,MASCULINO,36,Constitución,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2017-0083,1,0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",-58.49603546,-34.64564271,CARGAS,2017,7,4,CONDUCTOR,MOTO,MASCULINO,37,Mataderos,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2017-0084,1,12,AVENIDA,DEL LIBERTADOR AV.,-58.38502878,-34.58703485,PASAJEROS,2017,7,5,PEATON,PEATON,FEMENINO,73,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
2017-0085,1,14,AVENIDA,TACUARI,-58.37261143,-34.63150425,PASAJEROS,2017,7,7,PEATON,PEATON,MASCULINO,84,Barracas,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2017-0086,1,7,AVENIDA,RIVADAVIA AV.,-58.51876802,-34.63905965,MOTO,2017,7,9,PEATON,PEATON,FEMENINO,30,Liniers,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2017-0087,1,10,CALLE,24 DE NOVIEMBRE,-58.41095567,-34.61516101,AUTO,2017,7,10,PEATON,PEATON,FEMENINO,73,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2017-0088,1,22,AVENIDA,PASEO COLON AV.,-58.36797542,-34.62519403,PASAJEROS,2017,7,10,PEATON,PEATON,MASCULINO,43,San Telmo,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0089,1,12,CALLE,"LEGUIZAMON, MARTINIANO",-58.51514709,-34.64787051,AUTO,2017,7,13,CONDUCTOR,MOTO,MASCULINO,23,Liniers,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2017-0090,1,5,GRAL PAZ,CHIVILCOY AV.,-58.51925642,-34.59171721,AUTO,2017,7,15,PEATON,PEATON,MASCULINO,22,Villa Devoto,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/9bc901800da220cfb544f9579ade00ca87b04eb8.png?itok=P-ghmKKc
2017-0091,1,13,GRAL PAZ,SUPERI,-58.48671535,-34.54321216,AUTO,2017,7,15,CONDUCTOR,MOTO,MASCULINO,58,Florida,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2017-0092,1,22,AUTOPISTA,AUTOPISTA 25 DE MAYO,-58.38268809,-34.62282019,AUTO,2017,7,24,PEATON,PEATON,MASCULINO,66,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0093,1,16,AUTOPISTA,"LUGONES, LEOPOLDO AV.",-58.43633522,-34.54966288,AUTO,2017,7,25,PEATON,PEATON,MASCULINO,42,Belgrano,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2017-0094,1,8,CALLE,"HUGO, VICTOR",-58.52640838,-34.61765855,CARGAS,2017,7,27,CICLISTA,BICICLETA,FEMENINO,56,Villa Real,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2017-0095,1,8,AVENIDA,CORDOBA AV.,-58.41894306,-34.59778875,AUTO,2017,8,6,CONDUCTOR,MOTO,MASCULINO,36,Almagro,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2017-0096,1,19,AVENIDA,CABILDO AV.,-58.46756026,-34.54972741,PASAJEROS,2017,8,7,PEATON,PEATON,MASCULINO,87,Núñez,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2017-0098,1,12,CALLE,"BONIFACIO, JOSE",-58.45715752,-34.63132912,AUTO,2017,8,8,PEATON,PEATON,FEMENINO,61,Flores,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2017-0099,1,19,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",-58.42406784,-34.56213916,AUTO,2017,8,17,CICLISTA,BICICLETA,MASCULINO,28,Palermo,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2017-0100,1,7,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,-58.39674470,-34.61512051,OBJETO FIJO,2017,8,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,16,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2017-0101,1,10,AVENIDA,"LACROZE, FEDERICO AV.",-58.44537508,-34.57084818,MULTIPLE,2017,8,23,PEATON,PEATON,FEMENINO,61,Colegiales,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2017-0102,1,1,AVENIDA,"IRIARTE, GRAL. AV.",-58.40056767,-34.65107080,CARGAS,2017,8,24,PEATON,PEATON,MASCULINO,46,Barracas,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2017-0104,1,9,AVENIDA,9 DE JULIO AV.,-58.38109568,-34.61853244,CARGAS,2017,8,25,PEATON,PEATON,FEMENINO,18,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0106,1,19,CALLE,FRAY JUSTO SANTAMARIA DE ORO,-58.42533612,-34.58035258,PASAJEROS,2017,8,31,PEATON,PEATON,FEMENINO,85,Palermo,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2017-0107,1,11,AVENIDA,DEL LIBERTADOR AV.,-58.46062311,-34.54395182,CARGAS,2017,9,1,CONDUCTOR,MOTO,MASCULINO,41,Núñez,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2017-0108,2,4,GRAL PAZ,"PAZ, GRAL. AV.",-58.49491054,-34.54795581,AUTO,2017,9,2,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,17,Saavedra,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2017-0108,2,4,GRAL PAZ,"PAZ, GRAL. AV.",-58.49491054,-34.54795581,AUTO,2017,9,2,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,10,Saavedra,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2017-0109,1,21,AVENIDA,DIRECTORIO AV.,-58.47130269,-34.63665402,AUTO,2017,9,4,CONDUCTOR,MOTO,MASCULINO,21,Parque Avellaneda,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2017-0110,1,14,AVENIDA,LAVALLE,-58.37048800,-34.60189492,PASAJEROS,2017,9,6,PEATON,PEATON,MASCULINO,56,San Nicolás,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0111,1,18,CALLE,USPALLATA,-58.42023854,-34.64234110,CARGAS,2017,9,7,PEATON,PEATON,FEMENINO,79,Nueva Pompeya,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2017-0112,2,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,-58.45807401,-34.63997430,OBJETO FIJO,2017,9,10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,1,Flores,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2017-0112,2,9,AUTOPISTA,AUTOPISTA 25 DE MAYO,-58.45807401,-34.63997430,OBJETO FIJO,2017,9,10,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,42,Flores,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2017-0113,1,6,AVENIDA,SANTA FE AV.,-58.37697717,-34.59573848,PASAJEROS,2017,9,11,PEATON,PEATON,FEMENINO,76,Retiro,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2017-0114,1,2,AVENIDA,ALVEAR AV.,-58.39100580,-34.58498660,OBJETO FIJO,2017,9,15,CONDUCTOR,AUTO,MASCULINO,26,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
2017-0115,1,18,AVENIDA,PAVON AV.,-58.42182126,-34.63089661,BICICLETA,2017,9,19,CONDUCTOR,MOTO,MASCULINO,34,Boedo,Almagro y Boedo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/93f26417933372dfb54c2ece0e73564accef311d.png?itok=cgfzuH0k
2017-0116,1,22,GRAL PAZ,"PAZ, GRAL. AV.",-58.51389422,-34.58075791,OBJETO FIJO,2017,9,20,CONDUCTOR,MOTO,MASCULINO,22,Villa Pueyrredón,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2017-0118,1,7,AVENIDA,VIEYTES,-58.37585415,-34.65232158,AUTO,2017,9,22,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,Barracas,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2017-0120,1,15,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,-58.47297505,-34.66245085,CARGAS,2017,10,2,CONDUCTOR,MOTO,MASCULINO,20,Villa Lugano,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2017-0123,1,1,AVENIDA,ALBARI?O,-58.46855503,-34.67216349,AUTO,2017,10,10,PEATON,PEATON,FEMENINO,36,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2017-0124,1,14,CALLE,"RAMIREZ DE VELASCO, JUAN",-58.44254033,-34.59185043,PASAJEROS,2017,10,12,CONDUCTOR,MOTO,MASCULINO,51,Villa Crespo,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2017-0125,1,6,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.46622247,-34.67926929,OBJETO FIJO,2017,10,13,CONDUCTOR,MOTO,MASCULINO,29,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2017-0126,2,6,AVENIDA,RIESTRA AV.,-58.48003734,-34.68148508,OBJETO FIJO,2017,10,14,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,39,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2017-0126,2,6,AVENIDA,RIESTRA AV.,-58.48003734,-34.68148508,OBJETO FIJO,2017,10,14,CONDUCTOR,AUTO,MASCULINO,36,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2017-0127,1,7,AVENIDA,GALLO,-58.41192137,-34.59800248,MOTO,2017,10,16,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,24,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
