Id,Victimas,Hora,Lugar,Calle,Longitud,Latitud,Acusado,Año,Mes,Dia,Rol,Victima,Sexo,Edad,Barrio,nombre_comuna,url_imagen
2016-0002,1,1,GRAL PAZ,"PAZ, GRAL. AV.",-58.50877521,-34.66977709,PASAJEROS,2016,1,2,CONDUCTOR,AUTO,MASCULINO,70,Mataderos,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2016-0003,1,7,AVENIDA,ENTRE RIOS AV.,-58.39040293,-34.63189362,AUTO,2016,1,3,CONDUCTOR,MOTO,MASCULINO,30,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0004,1,0,AVENIDA,LARRAZABAL AV.,-58.46503904,-34.68092974,AUTO,2016,1,10,CONDUCTOR,MOTO,MASCULINO,18,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0005,1,5,AVENIDA,SAN JUAN AV.,-58.38718297,-34.62246630,PASAJEROS,2016,1,21,CONDUCTOR,MOTO,MASCULINO,29,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0008,1,18,AVENIDA,27 DE FEBRERO AV.,-58.44451316,-34.68475866,OBJETO FIJO,2016,1,24,CONDUCTOR,MOTO,MASCULINO,30,Villa Riachuelo,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0009,1,19,CALLE,NOGOYA,-58.50095869,-34.60825440,AUTO,2016,1,24,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,29,Villa del Parque,"Villa General Mitre, Villa Devoto, Villa del Parque y Villa Santa Rita",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/9bc901800da220cfb544f9579ade00ca87b04eb8.png?itok=P-ghmKKc
2016-0010,1,15,GRAL PAZ,"PAZ, GRAL. AV.",-58.50877521,-34.66977709,AUTO,2016,1,29,CONDUCTOR,MOTO,MASCULINO,18,Mataderos,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2016-0012,1,1,AVENIDA,BELGRANO AV.,-58.38048577,-34.61303893,CARGAS,2016,2,8,CONDUCTOR,MOTO,MASCULINO,22,Monserrat,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0013,1,11,AVENIDA,ENTRE RIOS AV.,-58.39114932,-34.62477387,AUTO,2016,2,10,PEATON,PEATON,MASCULINO,16,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0015,1,5,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",-58.43760020,-34.59912758,AUTO,2016,2,14,PEATON,PEATON,FEMENINO,16,Villa Crespo,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2016-0016,1,22,AVENIDA,REGIMIENTO DE PATRICIOS AV.,-58.36882665,-34.64291993,AUTO,2016,2,14,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19,Barracas,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2016-0017,1,16,AVENIDA,"ACOSTA, MARIANO",-58.44989671,-34.65970435,MOTO,2016,2,15,PEATON,PEATON,MASCULINO,59,Villa Soldati,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0019,1,9,CALLE,"DE LA TORRE, LISANDRO",-58.50990884,-34.65468721,PASAJEROS,2016,2,17,PEATON,PEATON,FEMENINO,65,Naon,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2016-0020,1,16,CALLE,SUIPACHA,-58.37952223,-34.60653282,AUTO,2016,2,17,PEATON,PEATON,MASCULINO,59,San Nicolás,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0021,1,23,AVENIDA,DIRECTORIO AV.,-58.45157703,-34.63063795,AUTO,2016,2,17,CONDUCTOR,AUTO,MASCULINO,34,Parque Chacabuco,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2016-0022,1,6,AVENIDA,9 DE JULIO AV.,-58.38144696,-34.61079875,AUTO,2016,2,21,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,41,Monserrat,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0025,1,4,GRAL PAZ,"PAZ, GRAL. AV.",-58.46244952,-34.70524971,AUTO,2016,2,28,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34,Barrio Sarmiento,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0026,1,7,CALLE,HOLMBERG,-58.49216191,-34.54738649,OBJETO FIJO,2016,2,28,CONDUCTOR,AUTO,MASCULINO,30,Saavedra,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2016-0027,1,9,AVENIDA,CURAPALIGUE AV.,-58.44497874,-34.63852623,AUTO,2016,2,28,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,34,Parque Chacabuco,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2016-0028,1,10,AVENIDA,VIAMONTE,-58.38199706,-34.60028648,CARGAS,2016,3,2,PEATON,PEATON,MASCULINO,50,San Nicolás,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0029,1,17,AVENIDA,CABILDO AV.,-58.47378664,-34.54153077,PASAJEROS,2016,3,4,PEATON,PEATON,MASCULINO,38,Saavedra,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2016-0031,1,12,GRAL PAZ,"PAZ, GRAL. AV.",-58.47064556,-34.69843756,PASAJEROS,2016,3,8,CONDUCTOR,MOTO,MASCULINO,21,Villa Riachuelo,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0034,1,12,AVENIDA,"ALCORTA, AMANCIO AV.",-58.40623949,-34.65076549,PASAJEROS,2016,3,12,PEATON,PEATON,MASCULINO,52,Nueva Pompeya,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2016-0035,1,6,AVENIDA,CORRIENTES AV.,-58.39228965,-34.60443527,PASAJEROS,2016,3,13,CONDUCTOR,MOTO,MASCULINO,34,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2016-0036,1,0,CALLE,HERRERA,-58.37813396,-34.63668504,PASAJEROS,2016,3,14,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,36,Barracas,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2016-0037,1,11,AVENIDA,LAFUENTE AV.,-58.46275892,-34.64358293,MOTO,2016,3,19,CONDUCTOR,MOTO,MASCULINO,20,Flores,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2016-0038,1,8,GRAL PAZ,"PAZ, GRAL. AV.",-58.49683458,-34.67892743,PASAJEROS,2016,3,21,PEATON,PEATON,MASCULINO,29,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0039,1,1,AVENIDA,"MITRE, BARTOLOME",-58.40603217,-34.60883960,PASAJEROS,2016,3,23,CONDUCTOR,MOTO,MASCULINO,20,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2016-0041,2,11,AVENIDA,DIRECTORIO AV.,-58.46076550,-34.63350444,CARGAS,2016,3,29,CONDUCTOR,MOTO,MASCULINO,54,Flores,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2016-0041,2,11,AVENIDA,DIRECTORIO AV.,-58.46076550,-34.63350444,CARGAS,2016,3,29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,42,Flores,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2016-0043,1,18,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",-58.47832463,-34.67494416,CARGAS,2016,3,30,PEATON,PEATON,FEMENINO,56,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0044,1,19,AVENIDA,"MORENO, JOSE MARIA AV.",-58.43213235,-34.63693953,MULTIPLE,2016,3,31,CONDUCTOR,MOTO,MASCULINO,24,Parque Chacabuco,Flores y Parque Chacabuco,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/c7164f279046a0bb37f9328dcd347e55d47b6df2.png?itok=GYFzbPP1
2016-0045,1,10,GRAL PAZ,"PAZ, GRAL. AV.",-58.46743471,-34.53476874,AUTO,2016,4,11,CONDUCTOR,MOTO,MASCULINO,42,Vicente López,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2016-0047,1,5,CALLE,LIMA,-58.38247061,-34.62571878,PASAJEROS,2016,4,15,PEATON,PEATON,MASCULINO,41,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0048,1,17,AVENIDA,CORRIENTES AV.,-58.44759966,-34.59170240,PASAJEROS,2016,4,15,PEATON,PEATON,FEMENINO,42,Chacarita,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2016-0049,1,0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,-58.37714647568196,-34.63657525428238,AUTO,2016,4,17,CONDUCTOR,MOTO,MASCULINO,42,Barracas,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2016-0050,1,9,AVENIDA,"GORDILLO, TIMOTEO",-58.47305463,-34.68550712,PASAJEROS,2016,4,19,PEATON,PEATON,MASCULINO,78,Villa Riachuelo,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0051,1,4,AVENIDA,"ALCORTA, AMANCIO AV.",-58.40623949,-34.65076549,CARGAS,2016,4,20,CONDUCTOR,MOTO,MASCULINO,36,Nueva Pompeya,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2016-0053,1,9,AVENIDA,TRIUNVIRATO AV.,-58.48429180,-34.57558053,PASAJEROS,2016,4,22,PEATON,PEATON,MASCULINO,38,Villa Urquiza,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2016-0054,1,21,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,-58.48695354,-34.68795245,MOTO,2016,4,23,CONDUCTOR,MOTO,MASCULINO,30,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0055,1,20,AVENIDA,"CASTILLA, RAMON, MARISCAL",-58.40021959,-34.57964781,CARGAS,2016,4,25,PEATON,PEATON,MASCULINO,79,Palermo,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2016-0056,1,4,AVENIDA,"CAMPOS, LUIS M. AV.",-58.42957885,-34.57660058,OBJETO FIJO,2016,4,26,CONDUCTOR,MOTO,MASCULINO,26,Palermo,Palermo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/ca366bf451ac079e3a7e9479fd854338865b2f02.png?itok=B0SZn039
2016-0058,1,14,CALLE,LIMA,-58.38247542,-34.62556293,MOTO,2016,5,4,PEATON,PEATON,FEMENINO,57,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0059,1,16,CALLE,CIUDADELA,-58.38222219,-34.62728101,PASAJEROS,2016,5,8,PEATON,PEATON,MASCULINO,37,Constitución,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0064,1,18,AVENIDA,"JUSTO, JUAN B. AV.",-58.49485242,-34.62953445,PASAJEROS,2016,5,14,PEATON,PEATON,MASCULINO,20,Vélez Sarsfield,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2016-0065,1,14,AVENIDA,GAONA AV.,-58.45227946,-34.61068024,AUTO,2016,5,20,PEATON,PEATON,MASCULINO,20,Caballito,Caballito,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2015/04/24/ad3944a28b39ed7b37880a97077cf13498b0cacb.jpg?itok=eDw0rwBH
2016-0067,1,17,AVENIDA,"DE LA TORRE, LISANDRO",-58.48455411,-34.67512760,PASAJEROS,2016,5,21,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,30,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0068,1,22,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",-58.39056593,-34.58418569,PASAJEROS,2016,5,22,CONDUCTOR,MOTO,MASCULINO,58,Recoleta,Recoleta,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/609abc7877e72f37a531d1552ffcdc9ea9ed021e.png?itok=MMw0rcj6
2016-0069,1,3,AVENIDA,ENTRE RIOS AV.,-58.39118948,-34.62704273,CARGAS,2016,5,23,CONDUCTOR,AUTO,MASCULINO,30,San Cristóbal,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2016-0073,1,15,CALLE,"MAGARI?OS CERVANTES, A.",-58.49021952,-34.62025108,CARGAS,2016,6,11,CONDUCTOR,MOTO,MASCULINO,23,Floresta,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2016-0074,1,6,GRAL PAZ,"PAZ, GRAL. AV.",-58.49896559,-34.67732118,AUTO,2016,6,12,CONDUCTOR,AUTO,MASCULINO,60,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0075,1,23,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,-58.47461076,-34.66874679,AUTO,2016,6,12,PEATON,PEATON,MASCULINO,42,Villa Lugano,"Villa Soldati, Villa Riachuelo y Villa Lugano",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/022f0c2fbbfaed41f40def9d75c5b3c91396468a.png?itok=iv4ViNBj
2016-0076,1,16,AVENIDA,SAN MARTIN AV.,-58.46210891,-34.60356211,PASAJEROS,2016,6,13,PEATON,PEATON,FEMENINO,53,Villa General Mitre,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía y Parque Chas",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/201b469a4cba2969d4f9b420c0d213b7076fe04a.png?itok=Kitp3wH3
2016-0077,1,21,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",-58.37027770,-34.60536123,PASAJEROS,2016,6,13,PEATON,PEATON,FEMENINO,42,San Nicolás,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0078,1,23,AVENIDA,BELGRANO AV.,-58.40491455,-34.61463830,MOTO,2016,6,13,CONDUCTOR,MOTO,MASCULINO,30,Balvanera,Balvanera y San Cristóbal,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/343b351e40c4a323fab3ddaf8f1c2828d34c87ef.png?itok=ZqZpI3g5
2016-0079,1,17,AVENIDA,DEL LIBERTADOR AV.,-58.45504154,-34.54864492,AUTO,2016,6,16,CONDUCTOR,AUTO,FEMENINO,51,Núñez,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2016-0080,1,6,GRAL PAZ,"PAZ, GRAL. AV.",-58.52927982,-34.63931752,AUTO,2016,6,18,CONDUCTOR,AUTO,MASCULINO,60,Liniers,"Liniers, Mataderos y Parque Avellaneda",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/5589c912315001f3f7a19839bf796d2783767b2f.png?itok=QCe7VV4Z
2016-0081,1,7,AVENIDA,"LARRALDE, CRISOLOGO AV.",-58.48721060,-34.55904606,AUTO,2016,6,22,CONDUCTOR,MOTO,MASCULINO,40,Saavedra,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2016-0082,1,18,AVENIDA,LA PLATA AV.,-58.42273092,-34.64228803,AUTO,2016,6,27,PEATON,PEATON,MASCULINO,87,Nueva Pompeya,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2016-0083,1,20,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",-58.44788671,-34.62539009,MOTO,2016,6,28,PEATON,PEATON,FEMENINO,76,Caballito,Caballito,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2015/04/24/ad3944a28b39ed7b37880a97077cf13498b0cacb.jpg?itok=eDw0rwBH
2016-0084,1,22,CALLE,"PELLEGRINI, CARLOS",-58.38110563,-34.60135531,PASAJEROS,2016,6,29,PEATON,PEATON,MASCULINO,57,San Nicolás,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0085,1,22,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",-58.42378834,-34.65734100,OTRO,2016,6,29,CONDUCTOR,MOTO,MASCULINO,42,Nueva Pompeya,"La Boca, Barracas, Parque Patricios, y Nueva Pompeya",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/933c5a6cacdc4d8ea65936883b34aea87cc4f116.png?itok=ikhU7v1I
2016-0086,1,16,AVENIDA,OLIVERA AV.,-58.48727942,-34.63652467,PASAJEROS,2016,6,30,PEATON,PEATON,MASCULINO,75,Vélez Sarsfield,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sarsfield y Villa Luro",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/fa7c446dcedeac7af5b742b68bf1cf2fba0d3a6a.png?itok=ltOadQBM
2016-0087,1,0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,-58.37864583,-34.62907067,OBJETO FIJO,2016,7,3,CONDUCTOR,MOTO,MASCULINO,23,Barracas,"Retiro, San Nicolás, Puerto Madero, San Telmo, Montserrat y Constitución",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/149e1bd7b6261809120f1a24e8a9ff68c4c2f276.png?itok=0yyi0Fs6
2016-0088,1,15,CALLE,CERETTI,-58.50151750,-34.56767549,AUTO,2016,7,11,PEATON,PEATON,FEMENINO,70,Villa Urquiza,"Coghlan, Saavedra, Villa Urquiza y Villa Pueyrredón",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/f0f679492cd3cfdbb83bc86e97adfd60447c2c0e.png?itok=tdcNYkov
2016-0089,1,6,AUTOPISTA,"LUGONES, LEOPOLDO AV.",-58.43233425,-34.55185825,AUTO,2016,7,14,PEATON,PEATON,MASCULINO,35,Belgrano,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2016-0090,1,22,AVENIDA,"SALGUERO, JERONIMO",-58.41971993,-34.61112240,PASAJEROS,2016,7,14,PEATON,PEATON,MASCULINO,60,Almagro,Almagro y Boedo,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/93f26417933372dfb54c2ece0e73564accef311d.png?itok=cgfzuH0k
2016-0092,1,11,GRAL PAZ,"PAZ, GRAL. AV.",-58.46743471,-34.53476874,CARGAS,2016,7,15,CONDUCTOR,MOTO,MASCULINO,24,Vicente López,"Núñez, Belgrano y Colegiales",https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2016/11/10/15650c4cf48c7cd32b063e00f33f1679bb3837ca.png?itok=iXE5u5Cm
2016-0093,1,3,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",-58.44362126,-34.62301748,AUTO,2016,7,17,CONDUCTOR,AUTO,MASCULINO,35,Caballito,Caballito,https://buenosaires.gob.ar/sites/default/files/styles/card_img_top/public/media/image/2015/04/24/ad3944a28b39ed7b37880a97077cf13498b0cacb.jpg?itok=eDw0rwBH
